id,race_id,driver,lap_number,arrival_ms,start_ms,finish_ms,wait_ms,response_ms,urgency_score,is_urgent,resource,data_source,service_ms,burst_reason
2022_Monaco_Grand_Prix|ALB|1|fast,2022_Monaco_Grand_Prix,ALB,1,0.319,0.319,1.084,0.000,0.765,0.450,0,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|ALB|1|smart,2022_Monaco_Grand_Prix,ALB,1,0.319,0.319,157.219,0.000,156.900,0.450,0,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|ALO|1|fast,2022_Monaco_Grand_Prix,ALO,1,0.471,1.850,2.615,1.379,2.144,0.450,0,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|ALO|1|smart,2022_Monaco_Grand_Prix,ALO,1,0.471,941.719,1098.619,941.248,1098.148,0.450,0,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|BOT|1|fast,2022_Monaco_Grand_Prix,BOT,1,0.641,1.084,1.850,0.444,1.209,0.500,1,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|BOT|1|smart,2022_Monaco_Grand_Prix,BOT,1,0.641,157.219,314.119,156.579,313.479,0.500,1,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|GAS|1|fast,2022_Monaco_Grand_Prix,GAS,1,1.136,8.737,9.502,7.601,8.366,0.350,0,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|GAS|1|smart,2022_Monaco_Grand_Prix,GAS,1,1.136,1726.219,1883.119,1725.083,1881.983,0.350,0,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|HAM|1|fast,2022_Monaco_Grand_Prix,HAM,1,1.854,2.615,3.380,0.761,1.526,0.500,1,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|HAM|1|smart,2022_Monaco_Grand_Prix,HAM,1,1.854,314.119,471.019,312.265,469.165,0.500,1,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|LAT|1|fast,2022_Monaco_Grand_Prix,LAT,1,2.194,13.328,14.094,11.134,11.899,0.300,0,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|LAT|1|smart,2022_Monaco_Grand_Prix,LAT,1,2.194,2667.619,2824.519,2665.425,2822.325,0.300,0,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|LEC|1|fast,2022_Monaco_Grand_Prix,LEC,1,2.217,3.380,4.145,1.163,1.928,0.450,0,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|LEC|1|smart,2022_Monaco_Grand_Prix,LEC,1,2.217,1098.619,1255.519,1096.402,1253.302,0.450,0,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|MAG|1|fast,2022_Monaco_Grand_Prix,MAG,1,2.252,9.502,10.267,7.250,8.015,0.350,0,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|MAG|1|smart,2022_Monaco_Grand_Prix,MAG,1,2.252,1883.119,2040.019,1880.867,2037.767,0.350,0,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|MSC|1|fast,2022_Monaco_Grand_Prix,MSC,1,2.773,10.267,11.033,7.494,8.260,0.350,0,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|MSC|1|smart,2022_Monaco_Grand_Prix,MSC,1,2.773,2040.019,2196.919,2037.246,2194.146,0.350,0,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|NOR|1|fast,2022_Monaco_Grand_Prix,NOR,1,3.158,6.441,7.206,3.283,4.048,0.450,0,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|NOR|1|smart,2022_Monaco_Grand_Prix,NOR,1,3.158,1255.519,1412.419,1252.361,1409.261,0.450,0,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|OCO|1|fast,2022_Monaco_Grand_Prix,OCO,1,3.219,7.206,7.972,3.987,4.752,0.450,0,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|OCO|1|smart,2022_Monaco_Grand_Prix,OCO,1,3.219,1412.419,1569.319,1409.200,1566.100,0.450,0,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|PER|1|fast,2022_Monaco_Grand_Prix,PER,1,3.487,4.145,4.911,0.659,1.424,0.500,1,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|PER|1|smart,2022_Monaco_Grand_Prix,PER,1,3.487,471.019,627.919,467.532,624.432,0.500,1,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|RIC|1|fast,2022_Monaco_Grand_Prix,RIC,1,3.806,7.972,8.737,4.166,4.931,0.450,0,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|RIC|1|smart,2022_Monaco_Grand_Prix,RIC,1,3.806,1569.319,1726.219,1565.513,1722.413,0.450,0,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|RUS|1|fast,2022_Monaco_Grand_Prix,RUS,1,3.870,11.033,11.798,7.163,7.928,0.350,0,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|RUS|1|smart,2022_Monaco_Grand_Prix,RUS,1,3.870,2196.919,2353.819,2193.049,2349.949,0.350,0,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|SAI|1|fast,2022_Monaco_Grand_Prix,SAI,1,3.930,4.911,5.676,0.980,1.746,0.500,1,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|SAI|1|smart,2022_Monaco_Grand_Prix,SAI,1,3.930,627.919,784.819,623.989,780.889,0.500,1,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|STR|1|fast,2022_Monaco_Grand_Prix,STR,1,4.114,14.094,14.859,9.980,10.745,0.300,0,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|STR|1|smart,2022_Monaco_Grand_Prix,STR,1,4.114,2824.519,2981.419,2820.405,2977.305,0.300,0,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|TSU|1|fast,2022_Monaco_Grand_Prix,TSU,1,4.138,5.676,6.441,1.538,2.303,0.500,1,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|TSU|1|smart,2022_Monaco_Grand_Prix,TSU,1,4.138,784.819,941.719,780.681,937.581,0.500,1,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|VER|1|fast,2022_Monaco_Grand_Prix,VER,1,4.293,11.798,12.563,7.505,8.270,0.350,0,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|VER|1|smart,2022_Monaco_Grand_Prix,VER,1,4.293,2353.819,2510.719,2349.526,2506.426,0.350,0,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|VET|1|fast,2022_Monaco_Grand_Prix,VET,1,4.634,12.563,13.328,7.929,8.695,0.350,0,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|VET|1|smart,2022_Monaco_Grand_Prix,VET,1,4.634,2510.719,2667.619,2506.085,2662.985,0.350,0,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|ZHO|1|fast,2022_Monaco_Grand_Prix,ZHO,1,4.878,14.859,15.624,9.981,10.746,0.300,0,fast_local,redis_cache,0.765,caution
2022_Monaco_Grand_Prix|ZHO|1|smart,2022_Monaco_Grand_Prix,ZHO,1,4.878,2981.419,3138.319,2976.541,3133.441,0.300,0,smart_cloud,cassandra,156.900,caution
2022_Monaco_Grand_Prix|ALB|2|fast,2022_Monaco_Grand_Prix,ALB,2,90000.219,90000.219,90000.984,0.000,0.765,0.450,0,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|ALB|2|smart,2022_Monaco_Grand_Prix,ALB,2,90000.219,90000.219,90157.119,0.000,156.900,0.450,0,smart_cloud,cassandra,156.900,caution+overtake
2022_Monaco_Grand_Prix|ALO|2|fast,2022_Monaco_Grand_Prix,ALO,2,90000.650,90003.280,90004.045,2.630,3.396,0.800,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|BOT|2|fast,2022_Monaco_Grand_Prix,BOT,2,90000.771,90000.984,90001.750,0.213,0.978,0.900,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|HAM|2|fast,2022_Monaco_Grand_Prix,HAM,2,90000.947,90001.750,90002.515,0.802,1.567,0.900,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|LAT|2|fast,2022_Monaco_Grand_Prix,LAT,2,90000.973,90012.463,90013.228,11.490,12.255,0.400,0,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|LAT|2|smart,2022_Monaco_Grand_Prix,LAT,2,90000.973,90157.119,90314.019,156.146,313.046,0.400,0,smart_cloud,cassandra,156.900,caution+overtake
2022_Monaco_Grand_Prix|LEC|2|fast,2022_Monaco_Grand_Prix,LEC,2,90001.135,90006.341,90007.106,5.206,5.972,0.750,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|MAG|2|fast,2022_Monaco_Grand_Prix,MAG,2,90001.629,90007.106,90007.872,5.477,6.242,0.700,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|MSC|2|fast,2022_Monaco_Grand_Prix,MSC,2,90001.773,90007.872,90008.637,6.099,6.864,0.700,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|NOR|2|fast,2022_Monaco_Grand_Prix,NOR,2,90001.852,90010.167,90010.933,8.315,9.080,0.600,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|OCO|2|fast,2022_Monaco_Grand_Prix,OCO,2,90002.334,90010.933,90011.698,8.599,9.364,0.600,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|PER|2|fast,2022_Monaco_Grand_Prix,PER,2,90002.348,90002.515,90003.280,0.167,0.932,0.900,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|RIC|2|fast,2022_Monaco_Grand_Prix,RIC,2,90002.379,90004.811,90005.576,2.432,3.197,0.800,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|RUS|2|fast,2022_Monaco_Grand_Prix,RUS,2,90003.415,90011.698,90012.463,8.283,9.048,0.600,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|SAI|2|fast,2022_Monaco_Grand_Prix,SAI,2,90003.724,90004.045,90004.811,0.321,1.087,0.900,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|STR|2|fast,2022_Monaco_Grand_Prix,STR,2,90003.790,90013.228,90013.994,9.438,10.203,0.400,0,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|STR|2|smart,2022_Monaco_Grand_Prix,STR,2,90003.790,90314.019,90470.919,310.229,467.129,0.400,0,smart_cloud,cassandra,156.900,caution+overtake
2022_Monaco_Grand_Prix|TSU|2|fast,2022_Monaco_Grand_Prix,TSU,2,90003.892,90005.576,90006.341,1.684,2.449,0.800,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|VER|2|fast,2022_Monaco_Grand_Prix,VER,2,90004.466,90008.637,90009.402,4.171,4.936,0.700,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|VET|2|fast,2022_Monaco_Grand_Prix,VET,2,90004.838,90009.402,90010.167,4.564,5.330,0.700,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|ZHO|2|fast,2022_Monaco_Grand_Prix,ZHO,2,90004.853,90013.994,90014.759,9.140,9.905,0.400,0,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|ZHO|2|smart,2022_Monaco_Grand_Prix,ZHO,2,90004.853,90470.919,90627.819,466.066,622.966,0.400,0,smart_cloud,cassandra,156.900,caution+overtake
2022_Monaco_Grand_Prix|ALB|3|fast,2022_Monaco_Grand_Prix,ALB,3,180000.037,180000.037,180000.802,0.000,0.765,0.400,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|ALB|3|smart,2022_Monaco_Grand_Prix,ALB,3,180000.037,180000.037,180156.937,0.000,156.900,0.400,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|ALO|3|fast,2022_Monaco_Grand_Prix,ALO,3,180000.699,180000.802,180001.567,0.103,0.869,0.500,1,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|ALO|3|smart,2022_Monaco_Grand_Prix,ALO,3,180000.699,180156.937,180313.837,156.238,313.138,0.500,1,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|BOT|3|fast,2022_Monaco_Grand_Prix,BOT,3,180000.699,180001.567,180002.333,0.868,1.634,0.500,1,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|BOT|3|smart,2022_Monaco_Grand_Prix,BOT,3,180000.699,180313.837,180470.737,313.138,470.038,0.500,1,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|GAS|3|fast,2022_Monaco_Grand_Prix,GAS,3,180001.000,180009.220,180009.985,8.220,8.986,0.250,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|GAS|3|smart,2022_Monaco_Grand_Prix,GAS,3,180001.000,181725.937,181882.837,1724.937,1881.837,0.250,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|HAM|3|fast,2022_Monaco_Grand_Prix,HAM,3,180001.442,180003.098,180003.863,1.656,2.421,0.400,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|HAM|3|smart,2022_Monaco_Grand_Prix,HAM,3,180001.442,180784.537,180941.437,783.095,939.995,0.400,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|LAT|3|fast,2022_Monaco_Grand_Prix,LAT,3,180001.562,180013.811,180014.577,12.249,13.015,0.100,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|LAT|3|smart,2022_Monaco_Grand_Prix,LAT,3,180001.562,182667.337,182824.237,2665.775,2822.675,0.100,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|LEC|3|fast,2022_Monaco_Grand_Prix,LEC,3,180001.937,180009.985,180010.750,8.048,8.813,0.250,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|LEC|3|smart,2022_Monaco_Grand_Prix,LEC,3,180001.937,181882.837,182039.737,1880.899,2037.799,0.250,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|MAG|3|fast,2022_Monaco_Grand_Prix,MAG,3,180002.186,180005.394,180006.159,3.208,3.973,0.400,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|MAG|3|smart,2022_Monaco_Grand_Prix,MAG,3,180002.186,180941.437,181098.337,939.251,1096.151,0.400,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|MSC|3|fast,2022_Monaco_Grand_Prix,MSC,3,180002.295,180002.333,180003.098,0.038,0.803,0.600,1,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|NOR|3|fast,2022_Monaco_Grand_Prix,NOR,3,180002.844,180010.750,180011.516,7.907,8.672,0.250,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|NOR|3|smart,2022_Monaco_Grand_Prix,NOR,3,180002.844,182039.737,182196.637,2036.893,2193.793,0.250,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|OCO|3|fast,2022_Monaco_Grand_Prix,OCO,3,180003.324,180011.516,180012.281,8.191,8.957,0.250,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|OCO|3|smart,2022_Monaco_Grand_Prix,OCO,3,180003.324,182196.637,182353.537,2193.313,2350.213,0.250,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|PER|3|fast,2022_Monaco_Grand_Prix,PER,3,180003.349,180006.159,180006.924,2.810,3.575,0.300,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|PER|3|smart,2022_Monaco_Grand_Prix,PER,3,180003.349,181098.337,181255.237,1094.988,1251.888,0.300,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|RIC|3|fast,2022_Monaco_Grand_Prix,RIC,3,180003.412,180003.863,180004.628,0.451,1.216,0.500,1,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|RIC|3|smart,2022_Monaco_Grand_Prix,RIC,3,180003.412,180470.737,180627.637,467.324,624.224,0.500,1,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|RUS|3|fast,2022_Monaco_Grand_Prix,RUS,3,180003.501,180006.924,180007.689,3.423,4.188,0.300,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|RUS|3|smart,2022_Monaco_Grand_Prix,RUS,3,180003.501,181255.237,181412.137,1251.735,1408.635,0.300,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|SAI|3|fast,2022_Monaco_Grand_Prix,SAI,3,180003.526,180007.689,180008.455,4.163,4.929,0.300,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|SAI|3|smart,2022_Monaco_Grand_Prix,SAI,3,180003.526,181412.137,181569.037,1408.611,1565.511,0.300,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|STR|3|fast,2022_Monaco_Grand_Prix,STR,3,180003.904,180014.577,180015.342,10.673,11.438,0.100,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|STR|3|smart,2022_Monaco_Grand_Prix,STR,3,180003.904,182824.237,182981.137,2820.333,2977.233,0.100,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|TSU|3|fast,2022_Monaco_Grand_Prix,TSU,3,180003.935,180008.455,180009.220,4.520,5.285,0.300,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|TSU|3|smart,2022_Monaco_Grand_Prix,TSU,3,180003.935,181569.037,181725.937,1565.102,1722.002,0.300,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|VER|3|fast,2022_Monaco_Grand_Prix,VER,3,180004.024,180012.281,180013.046,8.257,9.022,0.150,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|VER|3|smart,2022_Monaco_Grand_Prix,VER,3,180004.024,182353.537,182510.437,2349.513,2506.413,0.150,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|VET|3|fast,2022_Monaco_Grand_Prix,VET,3,180004.161,180013.046,180013.811,8.885,9.650,0.150,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|VET|3|smart,2022_Monaco_Grand_Prix,VET,3,180004.161,182510.437,182667.337,2506.276,2663.176,0.150,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|ZHO|3|fast,2022_Monaco_Grand_Prix,ZHO,3,180004.163,180004.628,180005.394,0.465,1.230,0.500,1,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|ZHO|3|smart,2022_Monaco_Grand_Prix,ZHO,3,180004.163,180627.637,180784.537,623.473,780.373,0.500,1,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|ALB|4|fast,2022_Monaco_Grand_Prix,ALB,4,270000.154,270000.154,270000.919,0.000,0.765,0.300,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|ALB|4|smart,2022_Monaco_Grand_Prix,ALB,4,270000.154,270000.154,270157.054,0.000,156.900,0.300,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|ALO|4|fast,2022_Monaco_Grand_Prix,ALO,4,270000.292,270001.685,270002.450,1.393,2.158,0.300,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|ALO|4|smart,2022_Monaco_Grand_Prix,ALO,4,270000.292,270627.754,270784.654,627.463,784.363,0.300,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|BOT|4|fast,2022_Monaco_Grand_Prix,BOT,4,270000.573,270000.919,270001.685,0.347,1.112,0.600,1,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|GAS|4|fast,2022_Monaco_Grand_Prix,GAS,4,270001.073,270006.276,270007.041,5.203,5.968,0.250,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|GAS|4|smart,2022_Monaco_Grand_Prix,GAS,4,270001.073,271098.454,271255.354,1097.381,1254.281,0.250,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|HAM|4|fast,2022_Monaco_Grand_Prix,HAM,4,270001.170,270010.868,270011.633,9.698,10.463,0.150,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|HAM|4|smart,2022_Monaco_Grand_Prix,HAM,4,270001.170,272039.854,272196.754,2038.684,2195.584,0.150,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|LAT|4|fast,2022_Monaco_Grand_Prix,LAT,4,270001.407,270012.398,270013.163,10.991,11.756,0.100,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|LAT|4|smart,2022_Monaco_Grand_Prix,LAT,4,270001.407,272353.654,272510.554,2352.247,2509.147,0.100,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|LEC|4|fast,2022_Monaco_Grand_Prix,LEC,4,270001.468,270007.041,270007.807,5.573,6.339,0.250,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|LEC|4|smart,2022_Monaco_Grand_Prix,LEC,4,270001.468,271255.354,271412.254,1253.886,1410.786,0.250,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|MAG|4|fast,2022_Monaco_Grand_Prix,MAG,4,270001.520,270007.807,270008.572,6.287,7.052,0.250,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|MAG|4|smart,2022_Monaco_Grand_Prix,MAG,4,270001.520,271412.254,271569.154,1410.734,1567.634,0.250,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|MSC|4|fast,2022_Monaco_Grand_Prix,MSC,4,270002.043,270002.450,270003.215,0.407,1.172,0.450,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|MSC|4|smart,2022_Monaco_Grand_Prix,MSC,4,270002.043,270313.954,270470.854,311.911,468.811,0.450,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|NOR|4|fast,2022_Monaco_Grand_Prix,NOR,4,270002.184,270008.572,270009.337,6.388,7.154,0.250,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|NOR|4|smart,2022_Monaco_Grand_Prix,NOR,4,270002.184,271569.154,271726.054,1566.971,1723.871,0.250,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|OCO|4|fast,2022_Monaco_Grand_Prix,OCO,4,270002.355,270013.163,270013.929,10.808,11.573,0.100,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|OCO|4|smart,2022_Monaco_Grand_Prix,OCO,4,270002.355,272510.554,272667.454,2508.199,2665.099,0.100,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|PER|4|fast,2022_Monaco_Grand_Prix,PER,4,270002.768,270003.215,270003.980,0.447,1.212,0.500,1,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|PER|4|smart,2022_Monaco_Grand_Prix,PER,4,270002.768,270157.054,270313.954,154.286,311.186,0.500,1,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|RIC|4|fast,2022_Monaco_Grand_Prix,RIC,4,270002.785,270009.337,270010.102,6.552,7.317,0.250,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|RIC|4|smart,2022_Monaco_Grand_Prix,RIC,4,270002.785,271726.054,271882.954,1723.269,1880.169,0.250,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|RUS|4|fast,2022_Monaco_Grand_Prix,RUS,4,270002.796,270004.746,270005.511,1.950,2.715,0.300,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|RUS|4|smart,2022_Monaco_Grand_Prix,RUS,4,270002.796,270784.654,270941.554,781.858,938.758,0.300,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|SAI|4|fast,2022_Monaco_Grand_Prix,SAI,4,270002.826,270005.511,270006.276,2.685,3.450,0.300,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|SAI|4|smart,2022_Monaco_Grand_Prix,SAI,4,270002.826,270941.554,271098.454,938.728,1095.628,0.300,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|STR|4|fast,2022_Monaco_Grand_Prix,STR,4,270003.174,270013.929,270014.694,10.755,11.520,0.100,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|STR|4|smart,2022_Monaco_Grand_Prix,STR,4,270003.174,272667.454,272824.354,2664.280,2821.180,0.100,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|TSU|4|fast,2022_Monaco_Grand_Prix,TSU,4,270003.310,270003.980,270004.746,0.671,1.436,0.450,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|TSU|4|smart,2022_Monaco_Grand_Prix,TSU,4,270003.310,270470.854,270627.754,467.545,624.445,0.450,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|VER|4|fast,2022_Monaco_Grand_Prix,VER,4,270003.342,270010.102,270010.868,6.760,7.526,0.250,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|VER|4|smart,2022_Monaco_Grand_Prix,VER,4,270003.342,271882.954,272039.854,1879.612,2036.512,0.250,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|VET|4|fast,2022_Monaco_Grand_Prix,VET,4,270003.825,270014.694,270015.459,10.869,11.634,0.100,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|VET|4|smart,2022_Monaco_Grand_Prix,VET,4,270003.825,272824.354,272981.254,2820.529,2977.429,0.100,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|ZHO|4|fast,2022_Monaco_Grand_Prix,ZHO,4,270004.267,270011.633,270012.398,7.366,8.131,0.150,0,fast_local,redis_cache,0.765,overtake
2022_Monaco_Grand_Prix|ZHO|4|smart,2022_Monaco_Grand_Prix,ZHO,4,270004.267,272196.754,272353.654,2192.487,2349.387,0.150,0,smart_cloud,cassandra,156.900,overtake
2022_Monaco_Grand_Prix|ALB|5|fast,2022_Monaco_Grand_Prix,ALB,5,360000.114,360000.114,360000.879,0.000,0.765,0.700,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|ALO|5|fast,2022_Monaco_Grand_Prix,ALO,5,360000.438,360008.531,360009.297,8.093,8.858,0.250,0,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|ALO|5|smart,2022_Monaco_Grand_Prix,ALO,5,360000.438,360000.438,360157.338,0.000,156.900,0.250,0,smart_cloud,cassandra,156.900,caution+overtake
2022_Monaco_Grand_Prix|BOT|5|fast,2022_Monaco_Grand_Prix,BOT,5,360000.450,360000.879,360001.644,0.429,1.194,0.600,1,fast_local,redis_cache,0.765,caution+overtake
2022_Monaco_Grand_Prix|GAS|5|fast,2022_Monaco_Grand_Prix,GAS,5,360000.590,360001.644,360002.409,1.054,1.819,0.550,1,fast_local,redis_cache,0.765,caution+overtake
